#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CEP152	CDK5RAP2	4445475	4441367	9606.ENSP00000370337	9606.ENSP00000343818	0	0	0	0	0.064	0.338	0.900	0.897	0.992
SNRNP70	SRSF3	4451051	4444253	9606.ENSP00000472998	9606.ENSP00000362820	0	0	0	0.727	0.737	0.683	0.900	0.717	0.992
TCF7L2	EP300	4443308	4435224	9606.ENSP00000358404	9606.ENSP00000263253	0	0	0	0	0.098	0.826	0.900	0.589	0.992
SRSF2	HNRNPA2B1	4446026	4441649	9606.ENSP00000376276	9606.ENSP00000346694	0	0	0.407	0	0.394	0.479	0.900	0.669	0.992
PAXIP1	KMT2C	4447067	4435027	9606.ENSP00000384048	9606.ENSP00000262189	0	0	0	0	0.078	0.391	0.900	0.875	0.992
MORF4L1	BRD8	4440248	4434394	9606.ENSP00000331310	9606.ENSP00000254900	0	0	0	0	0.062	0.847	0.900	0.525	0.992
SEC22B	RINT1	4450710	4434565	9606.ENSP00000463393	9606.ENSP00000257700	0	0	0	0	0.108	0.800	0.900	0.593	0.991
HDAC1	MORF4L1	4444211	4440248	9606.ENSP00000362649	9606.ENSP00000331310	0	0	0	0	0.206	0.649	0.900	0.718	0.991
RAB5C	GDI2	4450219	4445338	9606.ENSP00000447053	9606.ENSP00000369538	0	0	0	0	0.080	0.877	0.900	0.302	0.991
RAB5C	EEA1	4450219	4439162	9606.ENSP00000447053	9606.ENSP00000317955	0	0	0	0	0.062	0.828	0.800	0.753	0.991
JAK1	STAT2	4441317	4439022	9606.ENSP00000343204	9606.ENSP00000315768	0	0	0	0	0.061	0.432	0.900	0.851	0.991
PAXIP1	NCOA6	4447067	4444453	9606.ENSP00000384048	9606.ENSP00000363929	0	0	0	0	0.148	0.467	0.900	0.828	0.991
SEC22B	USO1	4450710	4450134	9606.ENSP00000463393	9606.ENSP00000444850	0	0	0	0	0.107	0.748	0.900	0.675	0.991
STK11	TP53	4439722	4435880	9606.ENSP00000324856	9606.ENSP00000269305	0	0	0	0	0	0.379	0.900	0.868	0.991
HGS	STAM2	4440236	4435333	9606.ENSP00000331201	9606.ENSP00000263904	0	0	0	0.590	0.189	0.844	0.900	0.888	0.991
IFT20	TRAF3IP1	4450745	4444161	9606.ENSP00000464443	9606.ENSP00000362424	0	0	0	0	0.064	0.119	0.900	0.906	0.991
HDAC1	EP300	4444211	4435224	9606.ENSP00000362649	9606.ENSP00000263253	0	0	0	0	0.064	0.595	0.900	0.809	0.991
NXF1	NUP214	4449790	4442243	9606.ENSP00000436679	9606.ENSP00000352400	0	0	0	0	0.271	0.584	0.900	0.752	0.991
NPM1	TP53	4437352	4435880	9606.ENSP00000296930	9606.ENSP00000269305	0	0	0	0	0.095	0.472	0.900	0.834	0.991
JUN	TP53	4443699	4435880	9606.ENSP00000360266	9606.ENSP00000269305	0	0	0	0	0	0.127	0.900	0.912	0.991
SNX6	SNX1	4442632	4434974	9606.ENSP00000355217	9606.ENSP00000261889	0	0	0	0.590	0.086	0.872	0.900	0.880	0.991
GDI2	RAB5A	4445338	4436053	9606.ENSP00000369538	9606.ENSP00000273047	0	0	0	0	0.129	0.800	0.900	0.535	0.990
MORF4L2	BRD8	4447849	4434394	9606.ENSP00000394417	9606.ENSP00000254900	0	0	0	0	0.061	0.723	0.900	0.676	0.990
IFNAR2	STAT2	4441382	4439022	9606.ENSP00000343957	9606.ENSP00000315768	0	0	0	0	0.061	0.404	0.900	0.845	0.990
ANXA2	PLG	4441580	4438461	9606.ENSP00000346032	9606.ENSP00000308938	0	0	0	0	0	0.388	0.900	0.855	0.990
NUP153	NUP214	4450099	4442243	9606.ENSP00000444029	9606.ENSP00000352400	0	0	0	0.539	0.557	0.641	0.900	0.935	0.990
NCOR1	NR1D1	4435844	4433994	9606.ENSP00000268712	9606.ENSP00000246672	0	0	0	0	0	0.827	0.900	0.480	0.990
PUF60	FUBP1	4449703	4443616	9606.ENSP00000434359	9606.ENSP00000359804	0	0	0	0	0.428	0.873	0	0.877	0.990
EIF2B1	EIF2S2	4448821	4444483	9606.ENSP00000416250	9606.ENSP00000364119	0	0	0	0	0.201	0.726	0.900	0.601	0.990
JAK1	STAT6	4441317	4437641	9606.ENSP00000343204	9606.ENSP00000300134	0	0	0	0	0.061	0.432	0.900	0.842	0.990
SYNJ1	ITSN1	4448524	4445530	9606.ENSP00000409667	9606.ENSP00000370719	0	0	0	0	0.079	0.511	0.900	0.809	0.990
CTNNB1	NOTCH1	4441426	4436260	9606.ENSP00000344456	9606.ENSP00000277541	0	0	0	0	0.055	0.472	0.900	0.837	0.990
TGFBR2	SMAD4	4442197	4441161	9606.ENSP00000351905	9606.ENSP00000341551	0	0	0	0	0.063	0.477	0.900	0.836	0.990
PUF60	SF3B1	4449703	4440663	9606.ENSP00000434359	9606.ENSP00000335321	0	0	0	0	0.302	0.419	0.900	0.791	0.990
B2M	HFE	4450405	4448894	9606.ENSP00000452780	9606.ENSP00000417404	0	0	0	0	0.061	0.870	0.720	0.745	0.990
ATM	MDM2	4436300	4434604	9606.ENSP00000278616	9606.ENSP00000258149	0	0	0	0	0.062	0.379	0.900	0.860	0.990
B2M	LILRB2	4450405	4445945	9606.ENSP00000452780	9606.ENSP00000375629	0	0	0	0	0.127	0.865	0.900	0.268	0.990
HDAC1	TP53	4444211	4435880	9606.ENSP00000362649	9606.ENSP00000269305	0	0	0	0	0.052	0.716	0.900	0.689	0.990
GLDC	SHMT2	4445533	4440475	9606.ENSP00000370737	9606.ENSP00000333667	0.219	0.133	0	0	0.324	0	0.900	0.821	0.990
MX1	XAF1	4446835	4442548	9606.ENSP00000381601	9606.ENSP00000354822	0	0	0	0	0.794	0	0.900	0.512	0.989
MTOR	STAT3	4442490	4435468	9606.ENSP00000354558	9606.ENSP00000264657	0	0	0	0	0.049	0.379	0.900	0.835	0.989
HNRNPF	SRSF3	4448121	4444253	9606.ENSP00000400433	9606.ENSP00000362820	0	0	0	0	0.743	0	0.900	0.633	0.989
B2M	PDIA3	4450405	4437661	9606.ENSP00000452780	9606.ENSP00000300289	0	0	0	0	0.061	0.830	0.900	0.429	0.989
CDC42	TRIP10	4446990	4439334	9606.ENSP00000383118	9606.ENSP00000320117	0	0	0	0	0.059	0.472	0.900	0.806	0.989
SMC3	ATM	4442527	4436300	9606.ENSP00000354720	9606.ENSP00000278616	0	0	0	0	0.065	0.366	0.900	0.824	0.988
WDR43	NCL	4447102	4439187	9606.ENSP00000384302	9606.ENSP00000318195	0	0	0	0	0.346	0.822	0.900	0.138	0.988
CDC42	IQGAP2	4446990	4436129	9606.ENSP00000383118	9606.ENSP00000274364	0	0	0	0	0.049	0.521	0.900	0.774	0.988
EDC4	PATL1	4442191	4437643	9606.ENSP00000351811	9606.ENSP00000300146	0	0	0	0	0.099	0	0.900	0.886	0.988
CFL1	RHOA	4449639	4448110	9606.ENSP00000432660	9606.ENSP00000400175	0	0	0	0	0.118	0.085	0.900	0.877	0.988
PIK3R1	PTEN	4449428	4443848	9606.ENSP00000428056	9606.ENSP00000361021	0	0	0	0	0.063	0.185	0.900	0.865	0.988
RAB5C	RAB11A	4450219	4434975	9606.ENSP00000447053	9606.ENSP00000261890	0	0	0.447	0.885	0.098	0.869	0.900	0.712	0.988
VEGFA	PDGFB	4451310	4440178	9606.ENSP00000478570	9606.ENSP00000330382	0	0	0	0	0	0.379	0.900	0.826	0.988
IFI27	MX1	4451772	4446835	9606.ENSP00000483430	9606.ENSP00000381601	0	0	0	0	0.658	0	0.900	0.679	0.988
RAB5C	RAP1B	4450219	4434137	9606.ENSP00000447053	9606.ENSP00000250559	0	0	0.416	0.826	0.094	0.869	0.900	0.245	0.988
IFIT3	XAF1	4443820	4442548	9606.ENSP00000360883	9606.ENSP00000354822	0	0	0	0	0.798	0	0.900	0.474	0.988
NCOR1	NR1H2	4435844	4434320	9606.ENSP00000268712	9606.ENSP00000253727	0	0	0	0	0.062	0.825	0.900	0.327	0.987
IFNAR2	JAK1	4441382	4441317	9606.ENSP00000343957	9606.ENSP00000343204	0	0	0	0	0	0.379	0.900	0.815	0.987
IFT20	TRIP11	4450745	4435776	9606.ENSP00000464443	9606.ENSP00000267622	0	0	0	0	0	0.261	0.900	0.841	0.987
NCOA6	KMT2C	4444453	4435027	9606.ENSP00000363929	9606.ENSP00000262189	0	0	0	0	0.229	0.467	0.900	0.720	0.987
USF1	USF2	4443013	4433219	9606.ENSP00000357000	9606.ENSP00000222305	0	0	0	0.939	0.076	0.869	0.900	0.937	0.987
RAB5A	RAB11A	4436053	4434975	9606.ENSP00000273047	9606.ENSP00000261890	0	0	0.447	0.883	0.085	0.853	0.900	0.924	0.987
CTNNB1	LRP5	4441426	4437064	9606.ENSP00000344456	9606.ENSP00000294304	0	0	0	0	0.062	0.126	0.900	0.861	0.987
ING5	KAT6B	4439496	4436716	9606.ENSP00000322142	9606.ENSP00000287239	0	0	0	0	0.079	0.618	0.900	0.692	0.987
CDC42	MAP3K11	4446990	4438523	9606.ENSP00000383118	9606.ENSP00000309597	0	0	0	0	0	0.590	0.900	0.712	0.987
CCNC	MED4	4449479	4434645	9606.ENSP00000428982	9606.ENSP00000258648	0	0	0	0	0.098	0.693	0.900	0.557	0.986
NCOR1	EP300	4435844	4435224	9606.ENSP00000268712	9606.ENSP00000263253	0	0	0	0	0.426	0.324	0.900	0.686	0.986
CDC42	ITSN2	4446990	4441704	9606.ENSP00000383118	9606.ENSP00000347244	0	0	0	0	0	0.707	0.900	0.562	0.986
RIC1	RGP1	4448842	4445001	9606.ENSP00000416696	9606.ENSP00000367318	0	0	0	0	0.061	0.663	0.900	0.622	0.986
AUP1	SYVN1	4444900	4444847	9606.ENSP00000366748	9606.ENSP00000366395	0	0	0	0	0.061	0.860	0.540	0.800	0.986
NCOA2	EP300	4448095	4435224	9606.ENSP00000399968	9606.ENSP00000263253	0	0	0	0	0.109	0.619	0.900	0.655	0.986
DPY30	KMT2C	4441561	4435027	9606.ENSP00000345837	9606.ENSP00000262189	0	0	0	0	0	0.473	0.900	0.756	0.986
TP53	STAT3	4435880	4435468	9606.ENSP00000269305	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.870	0.986
VEGFA	VWF	4451310	4434871	9606.ENSP00000478570	9606.ENSP00000261405	0	0	0	0	0	0	0.900	0.870	0.986
SUN2	LMNB1	4447251	4434861	9606.ENSP00000385616	9606.ENSP00000261366	0	0	0	0	0	0.186	0.900	0.844	0.986
PA2G4	CCT2	4437907	4437556	9606.ENSP00000302886	9606.ENSP00000299300	0.052	0	0	0	0.843	0	0.900	0.209	0.986
SRSF2	SF3B1	4446026	4440663	9606.ENSP00000376276	9606.ENSP00000335321	0	0	0	0	0.545	0	0.900	0.714	0.985
RHOA	AKAP13	4448110	4442526	9606.ENSP00000400175	9606.ENSP00000354718	0	0	0	0	0.063	0.472	0.900	0.737	0.985
RAB5C	RABEP1	4450219	4450158	9606.ENSP00000447053	9606.ENSP00000445408	0	0	0	0	0.061	0.735	0.900	0.487	0.985
S100A12	S100A8	4443165	4443164	9606.ENSP00000357726	9606.ENSP00000357722	0	0	0	0.851	0.983	0.085	0	0.706	0.985
USO1	COG3	4450134	4434646	9606.ENSP00000444850	9606.ENSP00000258654	0	0	0	0	0.122	0.132	0.900	0.831	0.985
TLE3	TCF7L2	4450409	4443308	9606.ENSP00000452871	9606.ENSP00000358404	0	0	0	0	0.061	0.752	0.900	0.461	0.985
ESR1	NCOA3	4448358	4443859	9606.ENSP00000405330	9606.ENSP00000361066	0	0	0	0	0.065	0.525	0.900	0.710	0.985
MATR3	HNRNPA1	4442450	4441190	9606.ENSP00000354346	9606.ENSP00000341826	0	0	0	0	0.954	0.274	0	0.594	0.985
NUP153	NXF1	4450099	4449790	9606.ENSP00000444029	9606.ENSP00000436679	0	0	0	0	0.114	0.595	0.900	0.637	0.985
SMARCC2	SMARCC1	4435738	4434360	9606.ENSP00000267064	9606.ENSP00000254480	0	0	0	0.962	0.082	0.847	0.900	0.938	0.985
IDH3A	OGDH	4437578	4433244	9606.ENSP00000299518	9606.ENSP00000222673	0.083	0	0	0	0.244	0.267	0.900	0.753	0.985
TLE4	AES	4444744	4433172	9606.ENSP00000365720	9606.ENSP00000221561	0	0	0	0.934	0	0.859	0.900	0.673	0.985
ESR1	EP300	4448358	4435224	9606.ENSP00000405330	9606.ENSP00000263253	0	0	0	0	0	0.664	0.900	0.583	0.984
EIF4G3	PABPC1	4447007	4438834	9606.ENSP00000383274	9606.ENSP00000313007	0	0	0	0	0.290	0.836	0	0.874	0.984
MYH10	MYH9	4442375	4432924	9606.ENSP00000353590	9606.ENSP00000216181	0	0	0	0.979	0.125	0.829	0.900	0.765	0.984
TAPBP	CALR	4448337	4439395	9606.ENSP00000404833	9606.ENSP00000320866	0	0	0	0	0	0.348	0.900	0.788	0.984
MORF4L2	MORF4L1	4447849	4440248	9606.ENSP00000394417	9606.ENSP00000331310	0	0	0	0.972	0.251	0.807	0.900	0.722	0.984
MTOR	TSC1	4442490	4437501	9606.ENSP00000354558	9606.ENSP00000298552	0	0	0	0	0.063	0.261	0.900	0.807	0.984
TLE4	TCF7L2	4444744	4443308	9606.ENSP00000365720	9606.ENSP00000358404	0	0	0	0	0.061	0.655	0.900	0.548	0.983
ITSN1	TRIP10	4445530	4439334	9606.ENSP00000370719	9606.ENSP00000320117	0	0	0	0	0	0.762	0.900	0.360	0.983
C4A	C1S	4447940	4447198	9606.ENSP00000396688	9606.ENSP00000385035	0	0	0	0	0.142	0.050	0.900	0.824	0.983
PLG	VWF	4438461	4434871	9606.ENSP00000308938	9606.ENSP00000261405	0	0	0	0	0	0	0.900	0.845	0.983
RAB5C	RAB5A	4450219	4436053	9606.ENSP00000447053	9606.ENSP00000273047	0	0	0.449	0.981	0.099	0.830	0.900	0.672	0.983
IFT20	IFT172	4450745	4434789	9606.ENSP00000464443	9606.ENSP00000260570	0	0	0	0	0	0.117	0.900	0.828	0.983
PPP1R9B	PPP1CC	4451329	4441182	9606.ENSP00000478767	9606.ENSP00000341779	0	0	0	0	0	0.695	0.900	0.503	0.983
NXF1	TNPO1	4449790	4440721	9606.ENSP00000436679	9606.ENSP00000336712	0	0	0	0	0.113	0.963	0	0.515	0.983
VEGFA	JUN	4451310	4443699	9606.ENSP00000478570	9606.ENSP00000360266	0	0	0	0	0.066	0.261	0.900	0.794	0.983
BRD7	SMARCC2	4446305	4435738	9606.ENSP00000378181	9606.ENSP00000267064	0	0	0	0	0.172	0.826	0.600	0.752	0.983
HDAC1	GATAD2B	4444211	4443143	9606.ENSP00000362649	9606.ENSP00000357644	0	0	0	0	0.120	0.679	0.900	0.482	0.983
CDK5RAP2	CEP63	4441367	4440709	9606.ENSP00000343818	9606.ENSP00000336524	0	0	0	0	0.063	0.221	0.900	0.797	0.983
AP1G1	IGF2R	4446158	4441925	9606.ENSP00000377148	9606.ENSP00000349437	0	0	0	0	0.061	0.803	0.900	0.222	0.983
SYNE1	LMNB1	4442844	4434861	9606.ENSP00000356224	9606.ENSP00000261366	0	0	0	0	0.053	0.064	0.900	0.830	0.983
FCHO2	TRIP10	4447813	4439334	9606.ENSP00000393776	9606.ENSP00000320117	0	0	0	0	0.061	0	0.900	0.841	0.983
PIK3R1	CTNNB1	4449428	4441426	9606.ENSP00000428056	9606.ENSP00000344456	0	0	0	0	0	0.689	0.900	0.510	0.983
STAT4	JAK1	4446006	4441317	9606.ENSP00000376134	9606.ENSP00000343204	0	0	0	0	0	0.124	0.900	0.826	0.983
MYL12B	MYH10	4450713	4442375	9606.ENSP00000463559	9606.ENSP00000353590	0	0	0	0	0.063	0.316	0.900	0.769	0.983
CFLAR	TNFSF10	4438789	4433796	9606.ENSP00000312455	9606.ENSP00000241261	0	0	0	0	0.138	0.328	0.900	0.730	0.982
TRAF3IP1	IFT172	4444161	4434789	9606.ENSP00000362424	9606.ENSP00000260570	0	0	0	0	0.189	0.122	0.900	0.783	0.982
ITSN2	TRIP10	4441704	4439334	9606.ENSP00000347244	9606.ENSP00000320117	0	0	0	0	0	0.762	0.900	0.325	0.982
PIAS3	STAT3	4446098	4435468	9606.ENSP00000376765	9606.ENSP00000264657	0	0	0	0	0.062	0.474	0.900	0.691	0.982
LEMD3	LMNB1	4438409	4434861	9606.ENSP00000308369	9606.ENSP00000261366	0	0	0	0	0.089	0.318	0.900	0.755	0.982
NCOR1	KMT2C	4435844	4435027	9606.ENSP00000268712	9606.ENSP00000262189	0	0	0	0	0.674	0.130	0.900	0.469	0.982
TXN	TP53	4444406	4435880	9606.ENSP00000363641	9606.ENSP00000269305	0	0	0	0	0	0.379	0.900	0.738	0.982
GRB2	PTPN1	4446042	4443784	9606.ENSP00000376345	9606.ENSP00000360683	0	0	0	0	0.063	0.466	0.900	0.699	0.982
STAM2	TSG101	4435333	4434200	9606.ENSP00000263904	9606.ENSP00000251968	0	0	0	0	0.055	0.472	0.900	0.686	0.982
PFDN5	CCT8	4450242	4436697	9606.ENSP00000447942	9606.ENSP00000286788	0	0	0	0	0.504	0.387	0.900	0.474	0.981
DNM2	ITSN1	4445839	4445530	9606.ENSP00000373905	9606.ENSP00000370719	0	0	0	0	0.063	0.599	0.900	0.554	0.981
STAT1	IFNAR2	4442456	4441382	9606.ENSP00000354394	9606.ENSP00000343957	0	0	0	0	0.062	0.407	0.900	0.707	0.981
JUN	CTNNB1	4443699	4441426	9606.ENSP00000360266	9606.ENSP00000344456	0	0	0	0	0	0.265	0.900	0.769	0.981
PSMB3	POMP	4451799	4445462	9606.ENSP00000483688	9606.ENSP00000370222	0	0	0	0	0.855	0.831	0	0.305	0.981
ESR1	NCOR1	4448358	4435844	9606.ENSP00000405330	9606.ENSP00000268712	0	0	0	0	0	0.575	0.900	0.597	0.981
IL4R	JAK1	4446450	4441317	9606.ENSP00000379111	9606.ENSP00000343204	0	0	0	0	0.061	0.388	0.900	0.723	0.981
P4HB	OS9	4439955	4439184	9606.ENSP00000327801	9606.ENSP00000318165	0	0	0	0	0.247	0	0.900	0.774	0.981
ZFP36	XRN1	4450924	4435521	9606.ENSP00000469647	9606.ENSP00000264951	0	0	0	0	0	0.551	0.900	0.592	0.980
TFIP11	SRSF2	4447119	4446026	9606.ENSP00000384421	9606.ENSP00000376276	0	0	0	0	0.184	0.444	0.900	0.621	0.980
SMAD4	STK11	4441161	4439722	9606.ENSP00000341551	9606.ENSP00000324856	0	0	0	0	0	0	0.900	0.808	0.980
NCOA1	NCOR1	4447214	4435844	9606.ENSP00000385216	9606.ENSP00000268712	0	0	0	0	0.062	0.379	0.900	0.705	0.980
PA2G4	CCT8	4437907	4436697	9606.ENSP00000302886	9606.ENSP00000286788	0	0	0	0	0.808	0	0.900	0.056	0.980
NCOA3	NCOR1	4443859	4435844	9606.ENSP00000361066	9606.ENSP00000268712	0	0	0	0	0.081	0.379	0.900	0.693	0.980
PAXIP1	DPY30	4447067	4441561	9606.ENSP00000384048	9606.ENSP00000345837	0	0	0	0	0.044	0.305	0.900	0.747	0.980
TRPC1	ITPR1	4449030	4438205	9606.ENSP00000419313	9606.ENSP00000306253	0	0	0	0	0.060	0.371	0.900	0.693	0.979
JUN	EP300	4443699	4435224	9606.ENSP00000360266	9606.ENSP00000263253	0	0	0	0	0	0.434	0.900	0.671	0.979
CDC42	FLNA	4446990	4443409	9606.ENSP00000383118	9606.ENSP00000358866	0	0	0	0	0.062	0.310	0.900	0.715	0.979
ESR1	JUN	4448358	4443699	9606.ENSP00000405330	9606.ENSP00000360266	0	0	0	0	0	0.472	0.900	0.646	0.979
VEGFA	CTNNB1	4451310	4441426	9606.ENSP00000478570	9606.ENSP00000344456	0	0	0	0	0	0	0.900	0.802	0.979
PPP1CC	PPP1R15A	4441182	4432779	9606.ENSP00000341779	9606.ENSP00000200453	0	0	0	0	0.062	0.346	0.900	0.700	0.979
DNM2	SH3GL1	4445839	4435914	9606.ENSP00000373905	9606.ENSP00000269886	0	0	0	0	0.094	0.484	0.900	0.604	0.979
MATR3	HNRNPA2B1	4442450	4441649	9606.ENSP00000354346	9606.ENSP00000346694	0	0	0	0	0.952	0.111	0	0.550	0.979
SRSF3	PCBP1	4444253	4438137	9606.ENSP00000362820	9606.ENSP00000305556	0	0	0	0	0.623	0.114	0.900	0.456	0.979
LCK	ZAP70	4440823	4435526	9606.ENSP00000337825	9606.ENSP00000264972	0	0	0	0.751	0.534	0.472	0.900	0.964	0.979
SRSF2	PTBP1	4446026	4441922	9606.ENSP00000376276	9606.ENSP00000349428	0	0	0	0	0.285	0.157	0.900	0.700	0.979
SNRNP70	HNRNPF	4451051	4448121	9606.ENSP00000472998	9606.ENSP00000400433	0	0	0	0	0.735	0.050	0.900	0.284	0.979
EIF3M	EIF4B	4449770	4447567	9606.ENSP00000436049	9606.ENSP00000388806	0	0	0	0	0.647	0	0.900	0.477	0.979
SYNJ1	SH3GL1	4448524	4435914	9606.ENSP00000409667	9606.ENSP00000269886	0	0	0	0	0.063	0.526	0.900	0.583	0.979
SDCCAG8	OFD1	4442687	4441413	9606.ENSP00000355499	9606.ENSP00000344314	0	0	0	0	0.060	0.179	0.900	0.767	0.979
GPS2	NCOR1	4445443	4435844	9606.ENSP00000370104	9606.ENSP00000268712	0	0	0	0	0	0.441	0.900	0.661	0.979
ITSN2	AP2A2	4441704	4439946	9606.ENSP00000347244	9606.ENSP00000327694	0	0	0	0	0.097	0.736	0.900	0.209	0.978
PHF21A	HDAC1	4448049	4444211	9606.ENSP00000398824	9606.ENSP00000362649	0	0	0	0	0.061	0.589	0.900	0.504	0.978
SEC13	COPB2	4445779	4440101	9606.ENSP00000373312	9606.ENSP00000329419	0	0	0	0	0.368	0	0.900	0.687	0.978
MX1	STAT2	4446835	4439022	9606.ENSP00000381601	9606.ENSP00000315768	0	0	0	0	0.273	0	0.900	0.723	0.978
USO1	SEC13	4450134	4445779	9606.ENSP00000444850	9606.ENSP00000373312	0	0	0	0	0.065	0.058	0.900	0.786	0.978
UIMC1	ATM	4444855	4436300	9606.ENSP00000366434	9606.ENSP00000278616	0	0	0	0	0.061	0	0.900	0.791	0.978
GNB2L1	EEF1G	4449378	4440309	9606.ENSP00000426909	9606.ENSP00000331901	0	0	0	0	0.970	0.049	0	0.283	0.978
STAT1	EP300	4442456	4435224	9606.ENSP00000354394	9606.ENSP00000263253	0	0	0	0	0.061	0.568	0.900	0.530	0.978
PIK3R1	STAT3	4449428	4435468	9606.ENSP00000428056	9606.ENSP00000264657	0	0	0	0	0	0.513	0.900	0.599	0.978
EIF2A	EIF2S2	4448881	4444483	9606.ENSP00000417229	9606.ENSP00000364119	0	0	0	0	0.185	0.536	0.900	0.501	0.978
EIF2S2	EIF4A1	4444483	4437038	9606.ENSP00000364119	9606.ENSP00000293831	0	0	0	0	0.420	0.050	0.900	0.659	0.978
GRB2	MAP2K1	4446042	4437859	9606.ENSP00000376345	9606.ENSP00000302486	0	0	0	0	0	0	0.900	0.792	0.978
SF3B1	SLU7	4440663	4437371	9606.ENSP00000335321	9606.ENSP00000297151	0	0	0	0	0.114	0.132	0.900	0.747	0.978
ITSN1	AP2A2	4445530	4439946	9606.ENSP00000370719	9606.ENSP00000327694	0	0	0	0	0.097	0.737	0.900	0.191	0.978
CDC42	ARHGEF11	4446990	4443061	9606.ENSP00000383118	9606.ENSP00000357177	0	0	0	0	0	0.472	0.900	0.630	0.978
ULK1	MAP1LC3B	4439696	4435830	9606.ENSP00000324560	9606.ENSP00000268607	0	0	0	0	0.077	0.318	0.900	0.682	0.977
NCOA6	EP300	4444453	4435224	9606.ENSP00000363929	9606.ENSP00000263253	0	0	0	0	0.472	0.320	0.900	0.443	0.977
PRMT1	TP53	4448400	4435880	9606.ENSP00000406162	9606.ENSP00000269305	0	0	0	0	0.061	0.379	0.900	0.655	0.977
CTNNB1	EP300	4441426	4435224	9606.ENSP00000344456	9606.ENSP00000263253	0	0	0	0	0.055	0.551	0.900	0.536	0.977
VEGFA	RHOA	4451310	4448110	9606.ENSP00000478570	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0.781	0.977
RHOA	PLD1	4448110	4441280	9606.ENSP00000400175	9606.ENSP00000342793	0	0	0	0	0	0.402	0.900	0.653	0.977
LDHA	PKM	4450150	4439337	9606.ENSP00000445175	9606.ENSP00000320171	0.072	0	0	0	0.239	0.458	0.650	0.859	0.977
HADHA	ACAA1	4445432	4440473	9606.ENSP00000370023	9606.ENSP00000333664	0.057	0.047	0	0	0.166	0.296	0.900	0.655	0.977
SF3B1	SRRM2	4440663	4437792	9606.ENSP00000335321	9606.ENSP00000301740	0	0	0	0	0.186	0.536	0.900	0.480	0.977
CTNNB1	SMAD4	4441426	4441161	9606.ENSP00000344456	9606.ENSP00000341551	0	0	0	0	0.063	0.336	0.900	0.687	0.977
STAT3	EP300	4435468	4435224	9606.ENSP00000264657	9606.ENSP00000263253	0	0	0	0	0.061	0.472	0.900	0.587	0.976
HDAC1	TCF7L2	4444211	4443308	9606.ENSP00000362649	9606.ENSP00000358404	0	0	0	0	0.066	0.653	0.900	0.368	0.976
PSMD1	CCT8	4438504	4436697	9606.ENSP00000309474	9606.ENSP00000286788	0	0	0	0	0.776	0	0.900	0.052	0.976
NXF1	SRSF3	4449790	4444253	9606.ENSP00000436679	9606.ENSP00000362820	0	0	0	0	0.145	0.379	0.900	0.602	0.976
CTNNB1	TJP1	4441426	4436435	9606.ENSP00000344456	9606.ENSP00000281537	0	0	0	0	0.075	0	0.900	0.770	0.976
LCK	STAT3	4440823	4435468	9606.ENSP00000337825	9606.ENSP00000264657	0	0	0	0	0	0.555	0.900	0.517	0.976
SNX2	SNX1	4445228	4434974	9606.ENSP00000368831	9606.ENSP00000261889	0	0	0	0.954	0.042	0.768	0.900	0.916	0.976
TAF1	TP53	4448421	4435880	9606.ENSP00000406549	9606.ENSP00000269305	0	0	0	0	0	0.313	0.900	0.684	0.976
COG3	COPB1	4434646	4434113	9606.ENSP00000258654	9606.ENSP00000249923	0	0	0	0	0.504	0	0.900	0.572	0.976
CBY1	CTNNB1	4451347	4441426	9606.ENSP00000478962	9606.ENSP00000344456	0	0	0	0	0	0.522	0.900	0.530	0.975
HDAC1	KMT2E	4444211	4438780	9606.ENSP00000362649	9606.ENSP00000312379	0	0	0	0	0	0.637	0.900	0.382	0.975
RAD51B	ATM	4449047	4436300	9606.ENSP00000419471	9606.ENSP00000278616	0	0	0	0	0.050	0.261	0.900	0.693	0.975
STAT4	JUN	4446006	4443699	9606.ENSP00000376134	9606.ENSP00000360266	0	0	0	0	0	0.465	0.900	0.578	0.975
HLA-DPB1	CD74	4448476	4432583	9606.ENSP00000408146	9606.ENSP00000009530	0	0	0	0	0.350	0.411	0.900	0.424	0.975
GNB1	GNA12	4451621	4436183	9606.ENSP00000481878	9606.ENSP00000275364	0	0	0	0	0.133	0.563	0.900	0.437	0.975
STAT3	IL10RA	4435468	4433397	9606.ENSP00000264657	9606.ENSP00000227752	0	0	0	0	0.061	0.299	0.900	0.669	0.975
TLE3	HDAC1	4450409	4444211	9606.ENSP00000452871	9606.ENSP00000362649	0	0	0	0	0.089	0.633	0.900	0.359	0.975
FAF1	UFD1L	4446511	4435212	9606.ENSP00000379457	9606.ENSP00000263202	0	0	0	0	0.063	0.671	0.720	0.744	0.975
LCK	PAG1	4440823	4433123	9606.ENSP00000337825	9606.ENSP00000220597	0	0	0	0	0	0.520	0.900	0.529	0.975
HNRNPA1	HNRNPH3	4441190	4435656	9606.ENSP00000341826	9606.ENSP00000265866	0	0	0	0	0.746	0.805	0	0.532	0.975
